,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
5973,144,13,55,22,0,0,100,-7,7,8,22,0,41,0,0,0,42,56,2,4,0,60,Good
5152,15,6,11,2,0,0,100,-7,7,8,2,1,100,0,0,0,-8,-8,-8,1,-8,100,Bad
8104,168,22,85,31,0,0,100,-7,7,8,33,0,36,21,0,0,2,-8,2,1,0,33,Good
6655,86,8,31,13,0,0,92,3,4,6,13,2,15,0,0,0,46,-8,5,1,1,60,Bad
8198,251,9,67,23,4,3,92,11,4,5,24,3,79,0,1,1,86,87,2,3,1,100,Bad
8201,24,1,12,11,0,0,100,-7,7,8,12,5,17,0,0,0,42,100,3,1,3,67,Bad
9169,155,9,84,22,0,0,100,-7,7,8,22,1,45,-8,0,0,4,74,3,4,0,88,Good
2229,207,13,69,21,1,1,86,2,0,2,2,0,41,-7,1,1,97,46,2,3,1,100,Bad
3983,71,14,47,23,0,0,96,-8,6,6,23,0,30,0,1,1,61,62,6,3,2,75,Bad
8358,401,4,76,31,0,0,100,-7,7,8,31,2,19,0,0,0,18,-8,5,1,0,38,Good
5703,272,7,150,17,1,0,94,81,6,5,18,1,11,6,0,0,7,-8,4,1,0,42,Bad
4116,213,2,96,38,0,0,98,-8,6,6,41,5,22,-7,0,0,11,61,2,3,0,44,Good
7316,183,14,73,17,0,0,100,-7,7,8,17,0,35,14,0,0,20,-8,3,1,0,44,Good
5860,200,5,86,26,0,0,100,-7,5,8,30,1,67,0,1,1,57,97,4,2,1,100,Good
135,37,13,24,11,0,0,100,-7,7,8,11,0,27,3,4,4,81,-8,6,1,2,88,Bad
1046,132,7,38,11,1,1,100,-7,0,8,12,4,36,0,3,3,35,97,3,3,0,75,Bad
8168,143,1,52,35,0,0,94,1,4,6,36,4,19,0,0,0,7,100,5,3,0,53,Bad
754,348,11,127,26,0,0,100,-7,7,8,26,1,27,0,3,3,14,48,2,3,1,50,Good
2488,202,9,108,15,0,0,94,33,6,6,28,1,63,-8,0,0,48,82,2,1,1,75,Good
6161,109,35,73,4,0,0,100,-7,7,8,5,0,0,-7,1,0,2,-8,1,-8,0,33,Good
543,195,70,207,20,0,0,100,-7,7,8,21,0,29,-7,0,0,11,-8,2,-8,0,50,Good
4887,257,3,83,7,0,0,100,-7,7,8,7,3,29,0,2,1,71,96,2,2,-8,100,Bad
9566,193,6,68,23,0,0,88,5,4,6,24,1,21,4,1,1,3,72,4,3,0,50,Bad
2538,229,7,112,28,1,1,84,18,5,3,63,2,39,5,0,0,72,83,7,4,1,73,Bad
2296,144,21,95,12,4,1,71,29,6,2,3,0,29,-7,0,0,43,-8,2,-8,0,67,Bad
7301,220,87,132,10,5,2,59,3,4,2,17,0,41,22,0,0,0,-8,0,1,-8,33,Bad
7942,381,2,102,17,2,2,71,1,4,6,21,2,29,-7,4,4,0,56,2,2,0,42,Bad
1957,254,3,73,25,0,0,100,-7,7,8,28,4,32,-7,3,3,0,99,2,2,0,36,Bad
675,247,2,62,30,0,0,94,1,4,6,32,4,34,9,0,0,62,70,5,2,2,89,Bad
1614,404,19,133,17,0,0,100,-7,7,8,18,0,50,0,1,1,81,76,4,3,3,100,Good
2934,170,1,66,19,0,0,100,-7,7,8,22,2,15,0,10,10,0,96,1,2,-8,30,Good
3000,257,7,93,33,0,0,92,23,6,6,38,2,32,0,2,2,1,-8,4,1,0,33,Bad
8738,52,27,37,4,0,0,75,28,6,6,4,0,50,-8,0,0,0,-8,0,1,0,33,Good
4916,180,2,83,33,2,1,78,11,4,5,36,2,25,-7,0,0,19,56,4,3,1,64,Bad
2126,163,3,25,24,0,0,100,-7,7,8,31,5,59,-7,1,1,101,90,6,6,4,100,Bad
5519,346,2,94,26,0,0,96,15,6,6,28,2,57,2,3,3,85,68,3,5,2,90,Good
8338,88,3,38,19,0,0,95,44,7,6,21,4,33,0,3,3,36,78,3,2,1,50,Good
6770,137,3,56,16,1,1,71,17,6,6,18,2,41,0,0,0,81,99,5,3,1,89,Bad
1279,275,12,80,4,0,0,80,9,4,6,5,0,60,0,0,0,56,58,1,2,1,75,Bad
7910,296,7,95,43,2,0,89,3,4,5,47,1,68,0,1,1,69,44,6,10,3,85,Bad
6006,231,1,80,29,1,1,97,19,6,4,31,4,42,0,6,5,51,81,7,5,3,63,Bad
7156,72,1,28,6,3,3,88,41,6,2,8,3,25,-7,2,2,86,3,5,1,3,100,Bad
959,253,50,149,5,1,1,100,-7,6,8,6,0,33,-8,0,0,16,-8,2,-8,0,100,Good
7919,160,3,85,20,1,0,91,10,3,5,25,1,16,0,0,0,2,28,5,2,0,58,Good
3569,302,10,137,24,2,1,88,2,4,5,39,1,32,1,2,2,50,75,3,4,0,70,Bad
9381,269,14,91,28,0,0,97,-8,6,6,34,0,26,0,0,0,49,70,5,4,2,75,Bad
9166,42,21,32,4,0,0,100,-7,7,8,4,0,75,20,0,0,0,67,0,2,-8,67,Good
4962,61,4,25,23,0,0,96,10,4,6,23,5,52,3,3,3,30,87,6,6,0,100,Bad
2811,156,6,60,28,0,0,100,-7,7,8,29,3,32,9,0,0,42,93,5,1,0,67,Good
1949,69,2,35,15,0,0,100,-7,7,8,17,2,18,-7,0,0,20,-8,4,1,1,50,Good
3979,54,13,34,9,0,0,100,-7,7,8,9,0,33,0,0,0,90,58,4,2,3,86,Bad
6872,182,28,80,44,0,0,100,-7,7,8,44,0,77,0,1,1,5,75,1,14,0,94,Good
6507,377,10,81,16,1,0,90,58,6,5,21,3,29,0,2,1,54,35,8,2,1,85,Bad
3019,228,1,69,15,0,0,100,-7,7,8,16,2,38,0,2,2,63,70,5,2,2,78,Good
153,139,3,65,51,0,0,98,2,4,6,51,3,27,0,11,9,80,-8,17,2,10,79,Good
1930,36,20,80,20,0,0,100,-7,7,8,1,0,15,-7,1,1,81,-8,3,-8,2,67,Good
3268,390,3,86,29,0,0,100,-7,7,8,29,4,24,9,0,0,6,74,4,3,0,44,Good
7949,364,16,129,14,0,0,93,58,6,6,14,0,36,-7,2,1,3,-8,1,1,-8,67,Bad
572,152,2,65,26,0,0,97,-7,5,7,29,4,34,-7,4,4,25,56,6,5,0,81,Bad
459,161,16,92,18,0,0,100,-7,7,8,20,0,40,-7,0,0,65,71,3,2,2,83,Good
6517,291,6,122,23,0,0,100,-7,7,8,31,1,45,23,0,0,9,-8,4,1,1,83,Good
7443,422,2,62,42,0,0,98,11,4,6,43,8,23,0,4,4,12,-8,4,2,0,44,Good
1666,356,4,85,34,0,0,100,-7,7,8,34,3,21,0,1,1,2,-8,5,1,0,35,Good
3729,139,4,71,23,1,1,72,19,6,4,29,2,38,0,0,0,89,69,11,2,2,81,Bad
9071,165,13,55,15,3,3,94,69,6,2,17,0,76,0,4,3,86,76,1,3,1,80,Bad
6650,165,9,81,18,0,0,100,-7,7,8,23,2,61,0,1,1,52,48,2,4,0,78,Good
3525,589,3,98,41,0,0,100,-7,7,8,34,2,46,-8,0,0,4,60,6,8,0,61,Good
3945,121,1,41,20,2,2,88,9,0,2,26,3,27,0,5,5,15,52,3,4,0,47,Bad
7476,155,3,62,39,0,0,80,26,6,6,40,7,48,4,1,1,45,66,4,5,1,71,Bad
7270,186,8,83,22,0,0,100,-7,7,8,22,2,18,21,0,0,9,79,2,2,0,36,Good
1995,263,2,78,44,0,0,100,-7,7,8,38,4,20,-7,5,5,4,100,3,2,0,25,Good
3911,375,77,219,6,1,1,86,1,0,2,7,0,57,0,1,0,31,-8,1,-8,-8,33,Good
1118,17,17,17,1,0,0,100,-7,7,8,1,0,100,0,1,1,-8,-8,-8,1,-8,100,Bad
7516,218,3,73,35,0,0,97,71,6,6,36,5,29,22,0,0,5,96,3,4,2,41,Bad
678,167,16,69,38,1,0,98,66,6,5,40,0,40,-8,0,0,9,-8,3,1,0,36,Good
3646,259,9,88,21,4,1,77,15,6,3,26,1,38,0,18,18,27,80,2,3,1,56,Bad
8067,232,11,91,28,0,0,96,40,6,6,28,1,21,0,4,4,39,90,7,3,3,67,Good
8117,171,2,77,12,0,0,92,55,6,6,14,1,31,-8,0,0,12,78,2,2,0,80,Good
689,126,8,61,25,0,0,92,42,6,6,25,4,12,7,0,0,9,100,7,2,0,63,Good
4620,72,7,44,22,0,0,100,-7,7,8,24,2,75,0,0,0,14,71,2,8,0,83,Bad
2032,190,5,67,32,0,0,97,33,6,6,60,1,41,-7,1,1,83,87,12,4,8,89,Bad
9132,208,3,83,24,0,0,92,4,4,6,25,3,32,5,0,0,44,-8,6,1,0,70,Bad
9478,154,7,62,35,0,0,100,-7,6,7,36,2,17,-7,0,0,4,-8,8,2,0,56,Bad
3292,254,15,66,39,0,0,95,8,4,6,74,0,38,7,1,1,6,41,6,4,1,53,Good
4943,168,73,107,8,2,2,89,8,0,6,9,0,44,-7,0,0,-8,-8,-8,-8,-8,-8,Bad
500,74,2,35,12,0,0,92,10,4,6,13,3,31,-7,7,7,23,-8,5,1,0,75,Good
7457,246,5,81,9,0,0,100,-7,7,8,9,1,11,13,0,0,10,-8,2,-8,0,50,Good
6965,172,2,67,26,0,0,96,2,4,6,27,1,33,0,6,5,18,-8,3,1,0,44,Bad
7298,86,4,54,7,2,1,78,24,5,2,9,1,11,7,0,0,48,94,2,1,-8,50,Bad
6293,469,7,117,31,0,0,84,2,4,6,34,1,38,-8,0,0,33,65,7,3,3,73,Bad
5156,98,5,37,14,1,0,93,77,6,5,15,4,33,0,0,0,74,-8,4,1,2,83,Bad
9218,169,8,61,19,0,0,100,-7,7,8,19,1,26,0,0,0,1,-8,2,1,0,30,Good
4212,71,8,32,6,2,2,86,64,6,2,7,1,71,3,1,1,54,57,1,3,-8,100,Bad
8321,198,6,97,21,0,0,100,-7,7,8,21,2,29,0,2,2,36,-8,5,2,1,100,Good
5390,241,33,103,18,0,0,100,-7,7,8,18,0,28,0,1,1,14,52,2,2,0,50,Good
2690,191,6,82,46,0,0,93,1,4,6,7,1,9,3,1,1,55,64,21,1,7,65,Bad
8454,255,32,106,9,0,0,100,-7,7,8,9,0,22,0,1,1,2,-8,2,1,-8,100,Good
1461,58,5,20,10,0,0,90,25,6,6,10,4,20,0,6,5,31,91,4,1,1,56,Bad
9372,269,14,122,17,0,0,100,-7,7,8,17,0,47,0,0,0,24,-8,4,1,0,100,Good
5692,141,9,57,33,0,0,100,-7,7,8,33,2,24,8,0,0,6,-8,1,1,1,43,Good
8441,192,3,71,20,1,0,95,47,6,5,21,1,57,0,0,0,11,54,3,3,0,86,Good
4168,332,11,123,19,1,1,100,-7,6,8,20,1,25,-7,2,2,22,-8,2,2,1,55,Bad
8457,186,6,73,22,0,0,91,33,6,6,22,2,45,0,0,0,101,93,2,2,1,100,Bad
9724,150,5,43,25,0,0,100,-7,7,8,25,5,60,0,0,0,18,90,2,5,0,47,Good
4204,122,6,111,16,4,4,94,62,6,3,17,2,24,0,1,1,28,77,6,1,1,58,Good
7049,139,11,78,10,0,0,100,-7,7,8,10,1,20,-7,2,1,19,-8,1,-8,1,50,Good
1283,108,3,55,36,1,0,93,3,3,5,45,1,27,0,2,2,75,73,7,9,6,80,Bad
5680,203,2,64,21,1,0,83,4,4,5,23,2,26,2,1,1,14,-8,3,2,0,38,Good
3757,176,6,71,31,0,0,100,-7,7,8,31,2,23,0,0,0,4,-8,5,1,0,44,Good
4769,168,4,99,13,0,0,71,48,6,6,17,1,65,0,0,0,10,26,1,2,-8,75,Good
3668,85,19,59,6,4,3,33,7,0,2,9,0,44,19,0,0,29,-8,2,1,0,75,Bad
7232,147,11,90,9,1,0,90,42,6,5,10,1,10,1,2,2,0,-8,2,-8,0,29,Good
7187,126,12,58,18,2,1,85,5,2,4,24,0,30,0,10,10,95,42,5,3,2,80,Good
6708,322,3,95,25,1,0,96,70,6,5,28,2,43,0,2,2,22,12,5,4,0,75,Bad
2422,303,2,37,30,0,0,94,19,6,6,37,3,48,0,7,7,39,74,10,8,1,78,Bad
1591,374,4,72,21,0,0,95,2,4,6,22,5,36,0,0,0,45,79,5,2,1,70,Bad
6875,141,4,56,30,0,0,100,-7,7,8,30,3,33,0,0,0,84,48,11,4,4,100,Bad
5104,149,6,58,20,0,0,90,24,6,6,21,3,48,6,0,0,3,-8,2,1,0,50,Good
1742,311,10,114,40,0,0,100,-7,7,8,40,1,23,0,2,2,28,75,12,4,4,59,Bad
3678,227,1,90,11,1,1,100,-7,6,8,11,1,50,1,3,3,0,48,1,2,0,57,Bad
4402,490,4,181,12,0,0,92,36,6,6,12,1,42,-8,0,0,2,96,2,1,0,75,Good
5142,164,2,88,17,3,3,86,4,4,4,24,2,41,0,4,4,24,59,4,3,-8,78,Bad
8260,77,12,36,14,0,0,100,-7,7,8,14,0,14,1,1,1,53,-8,6,1,2,78,Bad
107,123,2,40,5,1,1,86,29,6,4,7,4,43,-7,0,0,77,-8,3,1,1,100,Bad
8491,146,23,81,14,0,0,100,-7,7,8,14,0,36,0,1,1,20,-8,2,1,0,60,Good
3147,180,35,92,16,0,0,94,37,6,6,25,0,56,-8,0,0,32,50,2,2,1,67,Good
5514,60,4,25,16,0,0,100,-7,7,8,16,2,56,9,0,0,46,85,5,5,0,100,Bad
8129,387,4,95,44,0,0,98,68,6,6,45,3,58,3,3,3,41,62,2,2,0,80,Good
6884,429,4,101,46,0,0,100,-7,7,8,46,3,30,0,1,1,38,34,16,2,2,78,Bad
3864,173,2,77,7,0,0,100,-7,7,8,8,2,0,0,5,4,100,-8,3,-8,2,100,Bad
1091,201,5,94,17,0,0,100,-7,7,8,17,1,24,0,0,0,36,9,4,2,1,43,Good
8797,143,1,60,33,0,0,100,-7,7,8,36,3,29,0,4,4,80,76,7,6,4,83,Bad
7956,-8,13,107,16,2,1,83,8,2,4,19,0,37,-7,0,0,48,81,6,4,2,80,Bad
716,241,7,98,22,1,0,96,33,6,5,23,4,39,3,1,1,4,97,1,3,0,45,Bad
1419,148,12,59,13,2,2,75,1,0,2,16,0,63,0,1,1,86,4,3,2,1,71,Bad
9624,65,3,28,8,0,0,100,-7,7,8,8,2,13,1,2,2,33,-8,5,1,2,75,Bad
6295,198,4,114,26,2,0,93,42,6,5,28,5,46,0,1,1,18,15,7,3,0,77,Bad
1313,311,6,80,22,0,0,100,-7,7,8,23,1,9,0,0,0,24,-8,5,1,1,67,Good
45,209,2,95,41,0,0,100,-7,7,8,42,3,38,0,1,1,42,-8,7,2,2,82,Bad
2883,299,3,104,33,1,1,97,16,6,2,37,4,8,0,3,3,6,92,7,2,1,41,Bad
1044,178,26,96,33,0,0,100,-7,7,8,33,0,24,0,4,4,9,-8,4,-8,0,21,Good
4099,123,2,46,16,0,0,100,-7,7,8,17,5,47,-7,2,2,18,87,3,4,-8,64,Bad
3937,282,2,92,14,1,0,94,32,6,5,17,3,47,0,5,5,46,46,2,4,0,86,Bad
2928,341,6,101,32,0,0,100,-7,7,8,33,1,3,-8,0,0,6,-8,3,-8,0,27,Good
4510,501,41,205,33,0,0,97,-7,5,7,33,0,21,20,0,0,47,22,11,2,2,67,Good
4171,37,3,20,4,1,1,100,-7,7,8,4,2,100,-7,2,2,-8,80,-8,3,-8,100,Bad
3498,-8,10,99,11,0,0,100,-7,7,8,0,1,73,0,3,3,0,-8,1,1,0,50,Good
6241,237,1,120,26,0,0,96,21,6,6,28,1,43,-7,4,4,64,26,9,3,2,75,Bad
6257,151,3,67,22,1,0,96,33,6,5,28,3,61,1,6,6,52,69,4,5,2,82,Good
1005,156,17,140,5,0,0,100,-7,7,8,5,0,20,-7,0,0,20,-8,2,1,0,75,Good
967,446,20,103,27,0,0,100,-7,7,8,28,0,46,1,2,2,0,10,1,4,1,50,Bad
1120,152,15,84,17,0,0,88,42,6,6,17,0,12,0,1,1,4,-8,1,1,0,15,Bad
4999,99,4,41,20,0,0,100,-7,7,8,20,2,50,2,2,2,70,88,7,2,4,82,Bad
781,144,16,73,15,0,0,100,-7,7,8,16,0,0,3,1,1,5,-8,2,-8,0,29,Good
9138,458,2,113,8,2,1,73,4,3,4,11,2,36,2,1,1,1,-8,1,-8,0,100,Bad
4818,149,7,64,22,2,0,85,6,3,5,26,3,54,0,2,2,25,97,1,4,1,63,Bad
3465,224,10,101,16,0,0,100,-7,7,8,5,2,25,13,0,0,1,72,2,2,0,44,Good
9125,187,6,54,26,0,0,88,47,6,6,26,1,42,0,1,1,66,76,3,3,2,75,Bad
1646,141,4,61,16,0,0,94,5,4,6,17,2,47,0,1,1,64,56,9,3,2,100,Bad
4218,15,13,14,3,0,0,100,-7,7,8,3,0,100,0,2,2,-8,72,-8,2,-8,100,Good
9623,167,22,78,26,1,1,100,-7,6,8,28,0,38,1,5,5,53,-8,3,3,1,60,Good
4126,464,31,138,16,1,1,94,50,6,6,16,0,31,-7,0,0,11,-8,3,2,0,71,Good
9491,62,1,36,4,0,0,50,6,4,6,6,1,17,-7,2,2,86,-8,2,1,1,75,Bad
8075,427,9,123,28,0,0,100,-7,7,8,29,1,31,3,1,1,22,91,8,2,0,63,Good
199,288,2,85,11,0,0,100,-7,7,8,13,1,38,17,1,0,20,-8,2,1,1,38,Good
5396,216,6,84,33,0,0,100,-7,7,8,33,2,27,0,4,4,2,140,3,1,0,57,Good
7157,258,1,81,16,0,0,89,9,4,6,18,3,33,-7,3,3,81,95,8,3,4,92,Bad
6743,134,8,58,30,0,0,100,-7,7,8,30,2,13,0,1,1,11,63,8,2,1,53,Bad
9789,278,13,104,23,0,0,100,-7,7,8,23,0,35,5,1,1,42,69,1,3,0,44,Good
3067,188,19,60,19,0,0,100,-7,7,8,17,0,32,10,1,0,92,73,5,2,4,100,Good
4571,92,7,35,13,0,0,100,-7,7,8,13,1,8,7,0,0,19,-8,5,1,0,55,Good
6890,255,24,106,15,0,0,93,-8,6,6,15,0,47,0,1,1,0,36,1,4,0,50,Good
1621,91,5,27,7,2,2,75,3,0,2,9,3,63,0,4,4,76,89,3,2,1,100,Bad
2389,295,12,113,18,0,0,56,2,4,6,43,0,17,-7,0,0,58,19,7,2,3,75,Bad
879,151,2,68,51,0,0,100,-7,7,8,53,4,17,3,4,3,11,-8,3,1,1,31,Good
6411,546,5,98,25,0,0,85,4,4,6,31,3,19,6,0,0,6,-8,4,1,0,43,Bad
1041,182,8,103,24,0,0,92,27,6,6,48,1,79,0,2,2,68,-8,3,2,2,83,Bad
5643,176,5,72,13,0,0,100,-7,7,8,13,1,31,0,0,0,4,80,1,1,0,40,Good
9787,230,5,68,32,0,0,100,-7,7,8,32,3,38,0,2,2,75,87,9,4,4,76,Bad
1755,137,7,77,3,13,12,43,8,4,2,16,1,43,0,0,0,13,93,1,1,0,67,Bad
3634,155,10,85,26,0,0,100,-7,7,8,26,1,12,1,2,2,54,81,12,1,5,68,Good
8235,318,10,79,28,0,0,96,15,6,6,28,2,21,-7,1,1,7,-8,6,-8,0,29,Bad
3037,401,2,126,20,0,0,100,-7,7,8,31,2,18,2,1,1,26,-8,2,1,1,40,Good
5272,352,23,129,15,0,0,100,-7,7,8,15,0,33,0,0,0,71,74,6,2,4,73,Bad
3586,167,3,134,25,0,0,100,-7,7,8,14,1,20,-8,0,0,5,-8,4,1,0,36,Good
9089,382,16,117,18,10,9,65,9,4,3,23,0,35,0,2,2,36,18,3,2,0,56,Bad
5938,278,0,73,15,0,0,94,38,6,6,16,2,31,0,0,0,22,-8,6,1,2,64,Bad
8098,213,17,96,29,0,0,87,26,6,6,30,0,23,-8,0,0,60,8,2,3,1,67,Good
5956,350,14,88,10,4,3,92,79,0,5,13,0,42,0,3,3,29,-8,4,1,0,83,Bad
5652,115,2,60,25,0,0,100,-7,7,8,27,2,27,0,3,3,14,-8,5,2,1,58,Good
2786,55,3,25,9,1,1,100,-7,6,8,9,3,44,2,1,1,1,-8,1,1,0,33,Bad
6446,184,4,98,22,0,0,100,-7,7,8,23,1,57,0,3,2,6,-8,2,-8,0,50,Good
1552,368,6,80,31,0,0,100,-7,7,8,32,3,16,0,0,0,21,50,8,2,2,65,Good
9641,153,1,44,22,0,0,100,-7,7,8,24,5,33,0,3,2,26,20,11,2,1,87,Bad
9210,210,22,106,6,0,0,100,-7,7,8,6,0,50,0,0,0,35,-8,2,1,1,100,Bad
5820,166,3,92,10,0,0,100,-7,7,8,10,1,40,0,2,2,0,96,0,1,0,25,Good
7497,436,2,98,30,0,0,100,-7,7,8,33,2,9,2,1,1,11,97,7,1,1,73,Good
3353,320,0,92,56,0,0,100,-7,7,8,61,5,16,1,4,4,4,56,9,3,1,41,Good
7863,373,34,136,13,1,0,71,14,6,5,15,0,13,0,3,3,1,-8,2,1,0,38,Bad
655,422,13,127,23,0,0,100,-7,7,8,24,0,17,0,2,2,2,-8,2,1,0,38,Good
8888,84,3,45,28,0,0,93,31,5,6,30,4,60,0,11,11,68,62,8,5,0,87,Bad
5385,263,4,80,26,1,1,78,0,2,4,27,3,22,0,2,2,71,44,7,2,2,69,Bad
8181,248,1,58,25,0,0,96,12,6,6,28,5,29,0,4,4,81,-8,9,2,6,92,Bad
872,187,2,75,30,0,0,100,-7,7,8,32,1,45,2,1,1,5,84,1,5,0,55,Good
733,102,2,42,8,1,1,73,4,4,4,11,1,73,17,0,0,3,53,1,3,-8,80,Good
6927,320,13,123,5,0,0,100,-7,7,8,5,0,20,0,0,0,4,66,2,1,0,60,Good
1414,175,2,66,42,0,0,100,-7,7,8,43,6,16,0,1,1,3,96,4,2,1,27,Good
9460,52,8,28,3,0,0,100,-7,7,8,3,1,67,-7,2,1,95,-8,1,1,-8,100,Bad
8272,119,4,52,30,0,0,100,-7,7,8,34,4,73,6,0,0,26,86,4,8,0,92,Good
6582,249,5,87,30,0,0,100,-7,7,8,32,1,25,3,5,5,6,95,1,1,0,67,Good
4936,174,1,75,38,0,0,100,-7,7,8,40,5,40,-7,6,6,77,60,4,8,3,75,Good
5371,38,8,21,4,0,0,100,-7,7,8,4,1,50,0,1,1,0,45,0,2,0,67,Good
7394,191,9,77,31,0,0,90,22,6,6,31,1,16,0,1,1,7,82,4,1,0,42,Good
1595,223,23,107,12,2,1,79,2,4,5,15,0,36,0,0,0,86,50,4,3,2,100,Bad
2842,82,1,87,20,0,0,100,-7,7,8,3,3,33,1,2,2,64,100,4,2,3,60,Good
3761,137,6,53,24,2,0,85,14,6,5,27,7,59,0,2,0,27,88,5,6,0,79,Bad
978,336,9,98,22,1,0,91,13,6,5,23,1,39,0,0,0,16,91,2,3,0,83,Bad
7829,150,3,56,19,0,0,100,-7,7,8,21,5,24,0,1,1,62,62,4,1,3,63,Bad
7508,226,44,120,15,0,0,100,-7,7,8,15,0,47,0,1,1,5,-8,1,4,0,63,Good
7092,189,2,76,19,0,0,100,-7,7,8,24,3,58,-7,0,0,5,100,4,3,0,78,Good
2103,288,8,93,30,0,0,100,-7,7,8,51,2,30,-7,0,0,73,-8,9,-8,5,69,Bad
6560,141,2,64,14,0,0,100,-7,7,8,18,3,72,2,3,3,0,90,0,3,0,60,Good
9155,178,47,100,16,0,0,100,-7,7,8,16,0,56,1,1,1,0,-8,0,1,0,50,Good
8193,164,1,51,3,2,1,67,10,2,4,6,2,17,0,1,1,87,-8,3,1,2,100,Bad
177,502,4,145,34,0,0,97,36,6,6,37,4,27,4,3,3,80,53,17,3,12,83,Bad
5656,345,2,89,30,0,0,100,-7,7,8,31,3,19,9,0,0,45,33,8,3,3,65,Bad
75,357,17,141,9,4,3,67,3,3,4,13,0,50,0,1,1,28,-8,4,-8,-8,100,Good
6545,152,2,60,21,0,0,100,-7,7,8,22,1,64,0,3,3,61,68,4,3,1,78,Good
1367,180,9,86,15,2,2,72,10,4,3,18,3,78,0,2,2,101,91,2,6,1,100,Bad
1983,-8,24,124,23,0,0,100,-7,7,8,0,0,17,-7,0,0,67,-8,3,2,3,56,Good
7467,217,19,94,25,0,0,100,-7,7,8,25,0,12,20,0,0,13,-8,1,-8,0,17,Good
8305,274,1,87,36,0,0,100,-7,7,8,37,2,27,0,3,3,3,87,2,4,0,43,Good
2541,182,2,18,4,1,1,100,-7,6,8,7,3,40,10,1,0,41,-8,2,1,1,75,Bad
1208,281,22,150,6,0,0,100,-7,7,8,6,0,33,0,0,0,81,-8,1,1,1,50,Bad
7265,222,36,102,2,1,0,75,31,6,5,4,0,75,-8,0,0,0,-8,0,1,-8,50,Bad
6406,152,3,58,24,1,1,100,-7,6,8,24,1,29,0,1,1,30,-8,3,-8,3,43,Bad
105,120,12,59,26,0,0,100,-7,7,8,26,0,54,-7,1,1,1,-8,2,1,0,75,Bad
2366,160,1,67,23,0,0,100,-7,7,8,33,4,17,-7,4,4,22,-8,5,1,0,55,Bad
2735,135,3,58,32,0,0,97,29,6,6,22,3,6,7,0,0,17,-8,6,1,0,70,Good
7720,79,3,31,19,0,0,100,-7,7,8,20,1,45,0,5,5,81,68,6,4,1,100,Bad
9662,327,25,167,7,0,0,100,-7,7,8,8,0,14,0,2,2,0,-8,1,-8,0,33,Bad
4940,121,16,68,21,0,0,95,14,6,6,21,0,24,-7,0,0,87,30,5,2,4,78,Good
4573,178,5,80,18,0,0,100,-7,7,8,18,3,39,4,2,2,24,-8,4,1,0,71,Good
8715,162,49,101,6,0,0,100,-7,7,8,6,0,33,-8,0,0,10,9,2,2,0,80,Bad
4608,266,6,113,3,4,4,100,-7,6,8,3,1,33,0,0,0,91,-8,2,-8,1,100,Bad
403,199,1,83,17,0,0,100,-7,7,8,19,3,37,0,2,2,1,21,1,3,1,33,Good
3914,92,7,52,16,0,0,94,27,6,6,16,2,44,0,0,0,4,72,4,3,0,64,Bad
6468,190,8,81,13,0,0,100,-7,7,8,13,1,62,6,0,0,4,88,2,3,0,83,Good
5596,108,1,55,14,1,1,88,62,6,3,17,4,63,2,3,3,37,95,2,3,0,63,Good
1984,-8,10,43,7,1,0,38,0,3,5,0,1,25,-7,0,0,26,-8,2,1,0,57,Bad
2151,-8,5,56,10,1,1,91,12,6,3,0,3,27,-7,0,0,76,76,5,2,2,100,Bad
2380,300,5,108,13,1,0,93,72,6,5,9,1,50,-7,1,1,63,67,1,2,1,80,Bad
1388,191,13,99,20,1,1,65,0,0,2,23,0,26,0,0,0,27,66,4,2,0,50,Bad
7290,135,2,78,6,4,2,54,23,6,2,13,2,31,1,2,1,31,-8,1,1,0,67,Bad
4065,354,17,117,21,0,0,100,-7,7,8,21,0,62,-7,0,0,15,-8,2,3,0,71,Good
5319,224,2,66,31,0,0,100,-7,7,8,33,3,24,0,0,0,28,69,9,2,0,61,Good
2710,206,2,63,17,0,0,94,49,6,6,35,1,33,0,4,4,74,27,2,2,2,67,Bad
1880,212,6,52,16,1,0,88,20,6,5,24,2,53,-7,2,2,16,44,2,2,-8,44,Bad
8223,97,4,48,20,0,0,100,-7,7,8,20,4,50,-7,3,3,45,68,4,2,2,60,Good
5165,175,2,39,15,0,0,84,2,4,6,19,5,21,0,3,3,9,45,5,3,0,57,Bad
2606,-8,8,104,24,0,0,96,-8,6,6,0,2,8,13,0,0,1,71,6,2,0,42,Good
7400,140,10,60,23,0,0,100,-7,7,8,23,1,26,0,0,0,4,88,3,2,0,45,Good
162,93,7,33,23,0,0,100,-7,7,8,24,3,33,0,2,2,58,97,8,2,4,63,Bad
5802,220,7,61,30,0,0,97,32,6,6,30,5,53,1,4,4,50,70,6,9,2,88,Good
